id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
377,58,blue-collar,married,secondary,cellular,0,no,yes,0,uknown,101,0,0
378,35,technician,single,secondary,cellular,0,no,no,0,uknown,259,0,0
379,38,blue-collar,married,primary,cellular,0,yes,no,2,low,78,0,0
380,35,blue-collar,single,secondary,NA,1253,no,no,0,uknown,2260,0,0
381,30,technician,single,secondary,NA,317,yes,no,0,uknown,246,0,0
382,31,management,single,tertiary,cellular,34,yes,no,0,uknown,127,0,0
383,54,technician,married,tertiary,NA,417,yes,no,0,uknown,375,0,0
384,55,services,married,secondary,cellular,879,no,no,0,uknown,183,0,0
385,33,blue-collar,married,primary,NA,754,yes,no,0,uknown,811,0,0
386,36,self-employed,married,tertiary,cellular,506,no,no,3,high,124,0,0
387,52,admin.,divorced,secondary,cellular,361,no,yes,0,uknown,147,0,0
388,57,retired,married,secondary,NA,-222,no,no,0,uknown,248,0,0
389,52,management,married,tertiary,cellular,1295,yes,no,1,uknown,121,0,0
390,30,management,single,tertiary,NA,136,yes,no,0,uknown,152,0,0
391,31,blue-collar,married,secondary,cellular,8,yes,no,1,low,98,0,0
392,47,blue-collar,married,primary,NA,176,yes,no,0,uknown,35,0,0
393,51,services,divorced,secondary,cellular,65,no,yes,0,uknown,881,110.73,0
394,26,unemployed,single,secondary,telephone,1,no,no,0,uknown,14,0,0
395,36,services,divorced,secondary,cellular,0,no,yes,0,uknown,687,0,0
396,35,technician,single,tertiary,cellular,13460,yes,no,0,uknown,1068,1626.9,0
397,28,self-employed,single,tertiary,cellular,222,yes,no,0,uknown,13,0,0
398,35,technician,single,secondary,NA,1,no,no,0,uknown,66,0,0
399,49,admin.,divorced,secondary,cellular,2405,yes,no,0,uknown,216,0,0
400,55,technician,married,secondary,cellular,6958,yes,yes,2,low,325,0,0
401,56,blue-collar,married,secondary,cellular,68,yes,no,0,uknown,68,0,0
402,39,entrepreneur,married,tertiary,cellular,350,yes,no,0,uknown,230,0,0
403,45,admin.,married,secondary,NA,805,yes,no,0,uknown,186,0,0
404,42,blue-collar,divorced,secondary,cellular,898,yes,no,1,low,136,0,0
405,51,admin.,single,secondary,telephone,3132,no,no,1,low,449,0,0
406,36,blue-collar,married,primary,cellular,4608,yes,no,0,uknown,284,0,0
407,37,services,married,secondary,cellular,812,yes,yes,0,uknown,184,0,0
408,57,admin.,divorced,primary,NA,1,no,no,0,uknown,17,0,0
409,27,student,single,secondary,cellular,213,no,no,0,uknown,378,36.93,0
410,26,services,married,secondary,NA,33,yes,no,0,uknown,51,0,0
411,47,admin.,divorced,secondary,NA,-480,no,no,0,uknown,360,0,0
412,57,technician,married,secondary,cellular,1753,yes,no,0,uknown,539,0,0
413,46,management,married,tertiary,cellular,1698,yes,no,0,uknown,90,0,0
414,57,management,married,tertiary,NA,2440,yes,no,0,uknown,391,0,0
415,32,admin.,married,secondary,cellular,413,yes,no,2,low,95,0,0
416,36,blue-collar,single,secondary,NA,2962,yes,yes,0,uknown,181,0,0
417,37,entrepreneur,married,secondary,cellular,2055,yes,yes,0,uknown,241,0,0
418,28,blue-collar,married,secondary,NA,1020,yes,no,0,uknown,251,0,0
419,37,admin.,single,secondary,cellular,4803,no,no,0,uknown,396,728.59,0
420,42,technician,single,secondary,telephone,631,no,no,3,low,171,0,0
421,31,blue-collar,married,primary,NA,406,yes,no,0,uknown,31,0,0
422,57,services,married,secondary,cellular,68,yes,no,0,uknown,65,0,0
423,48,unemployed,married,secondary,cellular,817,no,no,4,high,517,72.14,0
424,25,services,single,secondary,cellular,-371,yes,no,3,uknown,147,0,0
425,55,services,divorced,secondary,NA,218,yes,no,0,uknown,200,0,0
426,33,blue-collar,married,secondary,NA,-367,yes,yes,0,uknown,221,0,0
427,58,management,married,tertiary,NA,2729,no,no,0,uknown,188,0,0
428,37,admin.,single,secondary,cellular,781,no,no,0,uknown,75,0,0
429,31,services,married,secondary,NA,414,yes,no,0,uknown,215,0,0
430,35,technician,divorced,secondary,NA,303,yes,yes,0,uknown,454,0,0
431,44,blue-collar,married,NA,NA,15578,yes,no,0,uknown,401,0,0
432,39,services,married,secondary,NA,0,yes,no,0,uknown,793,0,0
433,44,technician,single,secondary,NA,2403,yes,no,0,uknown,158,0,0
434,84,retired,married,secondary,telephone,81204,no,no,3,high,390,4084.6,0
435,39,technician,divorced,secondary,cellular,566,no,no,0,uknown,46,0,0
436,32,management,married,tertiary,NA,1402,no,no,2,low,52,0,0
437,33,blue-collar,married,primary,cellular,496,no,no,0,uknown,151,0,0
438,57,blue-collar,married,primary,telephone,94,yes,no,0,uknown,103,0,0
439,48,management,married,tertiary,cellular,190,no,no,0,uknown,14,0,0
440,34,blue-collar,married,secondary,cellular,467,yes,no,2,low,195,0,0
441,66,management,married,NA,cellular,2149,yes,no,11,high,135,688.26,0
442,32,management,single,tertiary,cellular,4262,yes,no,1,low,246,0,0
443,58,management,married,tertiary,cellular,3342,no,no,0,uknown,344,913.61,0
444,28,blue-collar,married,NA,NA,52,yes,no,0,uknown,226,0,0
445,53,management,married,tertiary,cellular,1102,no,no,0,uknown,78,0,0
446,41,self-employed,single,tertiary,NA,1755,no,no,0,uknown,152,0,0
447,60,technician,married,secondary,cellular,116,no,no,8,high,329,236.95,0
448,41,blue-collar,married,primary,cellular,194,yes,no,0,uknown,201,0,0
449,32,admin.,married,secondary,NA,-1272,yes,no,0,uknown,606,0,0
450,34,services,married,secondary,cellular,87,no,no,0,uknown,33,0,0
451,44,technician,married,secondary,telephone,-251,no,yes,0,uknown,13,0,0
452,40,technician,married,tertiary,cellular,84,no,no,0,uknown,715,0,0
453,56,self-employed,divorced,secondary,cellular,0,no,no,0,uknown,348,0,0
454,32,management,single,tertiary,cellular,12607,no,no,1,low,203,0,0
455,38,entrepreneur,married,tertiary,cellular,2069,yes,no,0,uknown,358,0,0
456,56,management,single,secondary,telephone,237,yes,no,0,uknown,236,0,0
457,40,entrepreneur,married,tertiary,cellular,2310,yes,yes,1,low,120,0,0
458,26,services,married,secondary,NA,-285,yes,yes,0,uknown,279,0,0
459,37,admin.,single,secondary,cellular,597,yes,no,0,uknown,126,0,0
460,33,blue-collar,married,secondary,NA,304,yes,no,0,uknown,139,0,0
461,50,admin.,married,secondary,telephone,2678,no,no,0,uknown,1011,511.05,0
462,49,technician,married,primary,telephone,486,no,no,0,uknown,229,0,0
463,27,technician,single,secondary,NA,1693,yes,no,0,uknown,101,0,0
464,47,admin.,married,secondary,NA,219,yes,no,0,uknown,577,0,0
465,53,blue-collar,divorced,primary,NA,2656,yes,no,0,uknown,1980,518.7,0
466,54,blue-collar,divorced,primary,NA,215,yes,no,0,uknown,71,0,0
467,47,technician,divorced,secondary,cellular,236,no,no,0,uknown,263,0,0
468,45,self-employed,married,secondary,cellular,3098,yes,no,0,uknown,159,0,0
469,49,technician,married,secondary,cellular,313,no,no,0,uknown,115,0,0
470,36,admin.,single,secondary,cellular,191,yes,no,0,uknown,18,0,0
471,35,blue-collar,single,secondary,NA,1017,no,no,0,uknown,53,0,0
472,51,self-employed,married,secondary,cellular,-206,no,yes,0,uknown,51,0,0
473,32,admin.,single,secondary,cellular,-45,yes,no,2,uknown,68,0,0
474,44,management,married,secondary,cellular,488,no,yes,0,uknown,292,0,0
475,35,technician,divorced,secondary,cellular,84,yes,yes,0,uknown,954,93.7,0
476,37,management,single,tertiary,cellular,-533,no,no,0,uknown,234,0,0
477,36,services,married,secondary,cellular,-74,yes,no,0,uknown,113,0,0
478,36,management,single,tertiary,cellular,5171,yes,no,0,uknown,174,0,0
479,47,technician,divorced,secondary,cellular,2914,yes,no,0,uknown,405,0,0
480,49,blue-collar,married,primary,telephone,490,yes,no,2,low,19,0,0
481,24,blue-collar,married,secondary,NA,984,yes,no,0,uknown,89,0,0
482,30,management,single,tertiary,cellular,2876,no,no,0,uknown,103,0,0
483,43,services,married,NA,cellular,790,no,no,0,uknown,126,0,0
484,33,management,single,tertiary,cellular,215,yes,no,0,uknown,101,0,0
485,33,services,married,tertiary,NA,546,yes,yes,0,uknown,253,0,0
486,39,entrepreneur,married,tertiary,NA,1,yes,yes,0,uknown,102,0,0
487,45,management,single,tertiary,cellular,0,no,no,0,uknown,114,0,0
488,33,management,married,tertiary,cellular,78,yes,no,0,uknown,856,0,0
489,47,retired,divorced,secondary,cellular,700,yes,no,0,uknown,69,0,0
490,32,admin.,married,secondary,cellular,31,no,no,1,low,125,0,0
491,52,technician,married,secondary,cellular,337,yes,no,4,low,247,0,0
492,36,technician,divorced,secondary,cellular,2823,yes,no,6,low,215,534.82,0
493,35,management,married,tertiary,telephone,1582,no,no,0,uknown,37,0,0
494,49,management,divorced,tertiary,cellular,100,yes,yes,0,uknown,156,0,0
495,51,technician,married,secondary,cellular,313,no,yes,0,uknown,378,0,0
496,31,blue-collar,single,secondary,NA,53,yes,no,0,uknown,446,0,0
497,36,unemployed,single,tertiary,NA,577,yes,no,0,uknown,155,0,0
498,36,services,divorced,tertiary,cellular,162,yes,no,6,uknown,69,0,0
499,35,management,divorced,tertiary,cellular,153,no,no,0,uknown,593,0,0
500,35,blue-collar,married,secondary,cellular,-102,yes,no,0,uknown,334,0,0
501,37,technician,married,secondary,cellular,-3,no,no,0,uknown,122,0,0
502,42,management,married,tertiary,cellular,520,no,no,0,uknown,158,0,0
503,37,management,married,secondary,cellular,857,yes,no,0,uknown,132,0,0
504,49,blue-collar,married,primary,NA,1119,yes,no,0,uknown,493,0,0
505,33,NA,married,tertiary,NA,0,yes,no,0,uknown,27,0,0
506,47,admin.,married,secondary,cellular,1934,no,yes,1,low,225,0,0
507,33,student,single,NA,cellular,1170,no,no,0,uknown,352,85.62,0
508,58,housemaid,married,tertiary,NA,497,no,no,0,uknown,138,0,0
509,39,management,married,tertiary,NA,-342,yes,no,0,uknown,110,0,0
510,41,admin.,married,secondary,cellular,-5,yes,no,0,uknown,38,0,0
511,38,technician,married,tertiary,cellular,3234,no,no,0,uknown,578,557.27,0
512,32,self-employed,married,tertiary,cellular,1676,yes,no,0,uknown,223,0,0
513,31,services,divorced,secondary,NA,1656,yes,no,0,uknown,208,0,0
514,27,blue-collar,married,primary,cellular,500,yes,no,6,low,16,0,0
515,45,technician,married,tertiary,NA,377,yes,no,0,uknown,835,280.61,0
516,37,admin.,married,primary,NA,3913,yes,no,0,uknown,76,0,0
517,33,management,married,tertiary,cellular,71,no,no,2,low,335,270.53,0
518,50,management,married,secondary,NA,0,yes,no,0,uknown,214,0,0
519,45,technician,divorced,secondary,cellular,982,yes,no,3,high,123,0,0
520,26,admin.,single,secondary,cellular,681,yes,no,3,low,336,0,0
521,31,blue-collar,married,NA,NA,-13,yes,no,0,uknown,176,0,0
522,42,self-employed,married,secondary,cellular,1216,yes,no,1,low,296,375.55,0
523,45,management,married,secondary,cellular,237,yes,no,0,uknown,526,0,0
524,37,management,married,tertiary,cellular,238,no,no,1,high,185,318.25,0
525,38,technician,single,tertiary,cellular,1077,yes,yes,0,uknown,87,0,0
526,50,blue-collar,married,primary,cellular,3304,yes,no,0,uknown,218,0,0
527,39,self-employed,married,tertiary,cellular,1492,yes,no,0,uknown,1106,0,0
528,32,management,married,tertiary,cellular,1337,no,no,0,uknown,283,0,0
529,33,services,married,secondary,cellular,244,yes,no,0,uknown,231,0,0
530,47,technician,married,secondary,cellular,57,no,no,1,high,253,0,0
531,50,blue-collar,divorced,secondary,cellular,-54,no,no,0,uknown,513,0,0
532,37,admin.,married,secondary,cellular,11303,no,no,0,uknown,500,0,0
533,29,management,single,tertiary,cellular,91,no,no,4,uknown,99,0,0
534,31,blue-collar,married,secondary,NA,-13,yes,no,0,uknown,260,0,0
535,29,blue-collar,single,secondary,NA,260,yes,no,0,uknown,707,288.67,0
536,48,blue-collar,married,primary,NA,5366,yes,no,0,uknown,248,0,0
537,34,admin.,married,tertiary,cellular,69,no,yes,6,high,120,133.97,0
538,43,self-employed,married,secondary,NA,918,yes,no,0,uknown,193,0,0
539,25,management,married,tertiary,cellular,937,yes,no,0,uknown,115,0,0
540,29,services,single,secondary,cellular,2800,no,no,0,uknown,202,0,0
541,51,blue-collar,divorced,secondary,cellular,734,yes,yes,0,uknown,17,0,0
542,39,management,single,secondary,NA,247,yes,no,0,uknown,130,0,0
543,43,blue-collar,married,secondary,NA,1335,yes,no,0,uknown,371,0,0
544,51,management,married,tertiary,cellular,-892,yes,yes,0,uknown,248,0,0
545,34,technician,married,secondary,NA,883,yes,no,0,uknown,648,0,0
546,43,technician,single,secondary,cellular,214,yes,no,0,uknown,335,0,0
547,42,blue-collar,married,primary,cellular,325,yes,no,0,uknown,99,0,0
548,45,management,married,secondary,cellular,1098,no,no,0,uknown,75,0,0
549,34,blue-collar,married,secondary,NA,-100,yes,no,0,uknown,109,0,0
550,34,housemaid,married,primary,NA,87,yes,no,0,uknown,139,0,0
551,54,NA,married,NA,cellular,895,no,no,0,uknown,335,73.97,0
552,33,admin.,single,tertiary,cellular,867,yes,no,0,uknown,247,0,0
553,32,technician,single,tertiary,cellular,20,yes,yes,0,uknown,193,0,0
554,63,retired,married,primary,telephone,3738,no,no,4,low,301,0,0
555,37,unemployed,single,secondary,cellular,443,no,no,0,uknown,1600,46.07,0
556,47,blue-collar,divorced,primary,NA,7,no,yes,0,uknown,219,0,0
557,35,management,divorced,tertiary,telephone,366,yes,no,0,uknown,480,0,0
558,43,admin.,single,secondary,NA,2539,yes,no,0,uknown,529,0,0
559,22,student,single,tertiary,cellular,691,no,no,1,high,260,63.96,0
560,60,unemployed,married,secondary,cellular,2000,no,no,0,uknown,58,0,0
561,33,blue-collar,divorced,primary,telephone,142,yes,no,5,low,41,0,0
562,33,self-employed,married,tertiary,cellular,980,no,no,0,uknown,170,0,0
563,32,management,single,tertiary,telephone,0,no,no,0,uknown,28,0,0
564,27,services,married,secondary,NA,0,yes,no,0,uknown,312,0,0
565,31,services,single,secondary,NA,31,yes,yes,0,uknown,501,0,0
566,28,services,married,secondary,NA,1214,no,no,0,uknown,582,0,0
567,28,blue-collar,single,tertiary,cellular,1984,yes,no,3,low,89,0,0
568,41,management,married,tertiary,cellular,20,yes,no,2,low,99,0,0
569,47,management,married,NA,cellular,555,yes,no,0,uknown,179,0,0
570,44,services,divorced,tertiary,cellular,2279,no,yes,1,low,105,0,0
571,50,services,married,secondary,cellular,128,no,no,0,uknown,173,0,0
572,52,blue-collar,married,primary,NA,1409,yes,no,0,uknown,224,0,0
573,50,blue-collar,divorced,primary,cellular,-19,yes,no,0,uknown,407,0,0
574,45,blue-collar,married,primary,telephone,644,yes,no,0,uknown,422,0,0
575,35,technician,single,tertiary,cellular,7546,yes,no,2,uknown,255,0,0
576,51,blue-collar,married,NA,NA,1137,no,no,0,uknown,76,0,0
577,34,admin.,married,tertiary,cellular,10,no,no,1,low,90,0,0
578,27,technician,single,secondary,telephone,1359,no,yes,0,uknown,199,0,0
579,27,technician,single,tertiary,cellular,-152,yes,yes,0,uknown,236,0,0
580,63,retired,married,secondary,cellular,2747,no,no,1,low,113,0,0
581,27,technician,single,secondary,cellular,405,no,no,0,uknown,256,0,0
582,46,admin.,single,secondary,cellular,272,no,no,0,uknown,149,0,0
583,28,self-employed,single,secondary,cellular,3761,no,yes,0,uknown,623,0,0
584,39,management,divorced,tertiary,cellular,-980,yes,no,1,low,52,0,0
585,39,services,single,secondary,NA,-388,yes,no,0,uknown,1135,0,0
586,25,blue-collar,single,secondary,cellular,764,yes,no,0,uknown,455,0,0
587,41,management,married,tertiary,cellular,0,yes,no,0,uknown,197,0,0
588,37,entrepreneur,married,tertiary,cellular,0,yes,yes,0,uknown,226,0,0
589,30,management,married,tertiary,cellular,74,yes,no,0,uknown,106,0,0
590,40,blue-collar,divorced,secondary,NA,-333,yes,no,0,uknown,183,0,0
591,35,admin.,married,tertiary,cellular,957,yes,no,4,low,263,0,0
592,33,management,single,tertiary,cellular,3406,yes,no,0,uknown,321,0,0
593,27,services,single,secondary,NA,9636,yes,no,0,uknown,184,0,0
594,37,self-employed,married,secondary,cellular,1633,no,no,0,uknown,629,425.3,0
595,31,blue-collar,single,secondary,telephone,616,yes,no,0,uknown,185,0,0
596,37,technician,married,secondary,NA,-403,yes,no,0,uknown,31,0,0
597,27,blue-collar,single,secondary,cellular,100,yes,no,1,low,177,0,0
598,39,services,married,secondary,cellular,2040,yes,no,0,uknown,312,0,0
599,39,management,married,tertiary,cellular,13021,no,no,0,uknown,425,0,0
600,40,services,married,secondary,telephone,293,no,no,0,uknown,192,0,0
601,44,technician,married,secondary,cellular,306,yes,no,0,uknown,374,0,0
602,38,technician,single,secondary,cellular,435,yes,no,1,low,437,0,0
603,46,self-employed,divorced,tertiary,cellular,21,no,no,0,uknown,566,265.61,0
604,48,management,single,tertiary,cellular,-295,no,yes,2,low,121,0,0
605,44,self-employed,married,tertiary,cellular,430,yes,no,0,uknown,221,0,0
606,31,management,single,NA,cellular,1023,no,yes,0,uknown,219,0,0
607,33,services,married,secondary,NA,4963,yes,no,0,uknown,148,0,0
608,32,entrepreneur,married,secondary,cellular,-25,yes,no,0,uknown,243,0,0
609,47,management,divorced,tertiary,cellular,0,yes,yes,0,uknown,203,0,0
610,29,blue-collar,married,secondary,cellular,339,yes,no,2,low,63,0,0
611,30,management,single,tertiary,cellular,2907,yes,no,1,low,146,0,0
612,27,unemployed,married,primary,NA,7459,yes,no,0,uknown,407,0,0
613,49,technician,married,secondary,cellular,-147,yes,no,0,uknown,390,0,0
614,52,technician,married,tertiary,cellular,104,no,no,0,uknown,244,0,0
615,30,management,single,tertiary,NA,1108,yes,yes,0,uknown,261,0,0
616,48,technician,married,secondary,cellular,0,no,no,0,uknown,215,0,0
617,31,management,single,tertiary,cellular,1858,no,no,0,uknown,453,635.34,0
618,58,NA,married,NA,cellular,68,no,no,0,uknown,268,23.46,0
619,41,management,divorced,tertiary,cellular,902,yes,no,0,uknown,134,0,0
620,50,services,married,primary,NA,1132,yes,no,0,uknown,117,0,0
621,40,technician,married,secondary,cellular,0,yes,yes,1,low,105,0,0
622,29,management,single,tertiary,cellular,983,yes,no,0,uknown,963,460.2,0
623,37,blue-collar,married,secondary,NA,151,yes,no,0,uknown,202,0,0
624,58,retired,divorced,primary,cellular,2745,no,yes,0,uknown,469,0,0
625,31,admin.,married,secondary,cellular,685,yes,no,3,low,552,324.36,0
626,40,management,married,tertiary,cellular,5142,no,no,1,low,147,0,0
627,26,admin.,married,secondary,NA,1641,yes,no,0,uknown,118,0,0
628,56,services,married,secondary,cellular,1989,no,no,4,high,279,450.6,0
629,39,blue-collar,single,secondary,cellular,519,yes,yes,15,low,180,0,0
630,30,blue-collar,married,secondary,NA,-2,yes,no,0,uknown,136,0,0
631,47,unemployed,married,primary,NA,122,no,yes,0,uknown,240,0,0
632,33,technician,married,tertiary,cellular,602,yes,no,0,uknown,87,0,0
633,39,services,married,secondary,NA,0,yes,no,0,uknown,620,0,0
634,38,blue-collar,married,NA,NA,5,yes,no,0,uknown,221,0,0
635,24,blue-collar,single,secondary,cellular,383,no,no,0,uknown,101,0,0
636,52,services,married,secondary,NA,3241,yes,no,0,uknown,105,0,0
637,38,technician,married,secondary,cellular,511,yes,no,4,low,190,0,0
638,37,blue-collar,married,primary,telephone,287,yes,no,3,low,73,0,0
639,42,technician,married,tertiary,telephone,246,yes,no,0,uknown,360,0,0
640,47,self-employed,married,tertiary,cellular,751,no,no,0,uknown,408,0,0
641,53,housemaid,married,primary,cellular,421,no,no,0,uknown,376,0,0
642,33,blue-collar,single,secondary,cellular,-367,yes,yes,0,uknown,225,0,0
643,46,admin.,married,secondary,NA,35,no,no,0,uknown,84,0,0
644,33,management,single,tertiary,NA,541,yes,yes,0,uknown,572,0,0
645,28,services,single,secondary,cellular,168,yes,no,0,uknown,128,0,0
646,57,housemaid,married,secondary,telephone,158,yes,no,0,uknown,73,0,0
647,50,management,single,tertiary,cellular,592,no,no,0,uknown,445,0,0
